agaualcupt_cho-final_s1,-0.5648884999999995,36
agaucuptpd_co-final_s3,-0.3993871837018066,36
agaucuptpd_co-final_s5,-1.125932709998127,36
agaucuptpd_coh-final_s4,1.7553605866195836,36
cocuganizn_cooh-final_s5,0.8371689351383553,36
agaualcupt_co-final_s2,-0.8049549999999943,36
agaucuptpd_h-final_s3,0.2717445115765828,36
cocuganizn_h-final_s4,0.2825805193902626,36
agaucuptpd_cooh-final_s4,1.011416660972107,36
agaualcupt_cooh-final_s3,0.940724499999992,36
agaualcupt_cooh-final_s5,1.0756425000000052,36
agaualcupt_coh-final_s3,1.2544874999999918,36
agaucuptpd_co-final_s4,0.1070371681507946,36
agaucuptpd_coh-final_s3,1.7640100984170557,36
agaucuptpd_cooh-final_s3,1.2135708735862112,36
agaualcupt_coh-final_s4,1.14961049999999,36
cocuganizn_coh-final_s2,-0.8118940367983116,36
agaualcupt_h-final_s3,0.3943765000000043,36
agaualcupt_co-final_s5,-0.0173349999999903,36
cocuganizn_cooh-final_s2,0.412049152739887,36
cocuganizn_co-final_s1,-1.138817295580937,36
agaualcupt_coh-final_s1,1.2088714999999963,36
agaucuptpd_co-final_s2,-1.3797578619499422,36
cocuganizn_h-final_s2,-0.3994596765986271,36
agaualcupt_cooh-final_s1,0.2207974999999935,36
cocuganizn_coh-final_s1,-0.6135290417598371,36
agaualcupt_cooh-final_s2,0.641097499999991,36
agaucuptpd_cooh-final_s5,0.374174630641197,36
agaualcupt_coh-final_s5,1.6322864999999878,36
cocuganizn_cooh-final_s4,0.6752716944259918,36
cocuganizn_coh-final_s4,0.8098395367844757,36
agaualcupt_cho-final_s4,-0.2038924999999851,36
cocuganizn_coh-final_s5,-0.0565834772245255,36
agaualcupt_coh-final_s2,0.9946234999999986,36
agaucuptpd_co-final_s1,-1.1019107701691144,36
agaualcupt_h-final_s1,0.3241205000000038,36
cocuganizn_cho-final_s2,-2.1741060280030995,36
cocuganizn_h-final_s3,-0.5053011327396346,36
agaualcupt_cho-final_s5,0.4285504999999956,36
agaucuptpd_cooh-final_s2,0.1130995901309619,36
agaucuptpd_h-final_s1,0.2748249330298309,36
agaualcupt_co-final_s4,-0.8121179999999999,36
agaucuptpd_coh-final_s5,2.2259631832419258,36
agaucuptpd_cho-final_s3,0.3334956304520728,36
agaucuptpd_cho-final_s1,-0.4928796294476045,36
cocuganizn_co-final_s3,-1.1788715372965175,36
agaualcupt_h-final_s2,0.218114499999996,36
cocuganizn_cooh-final_s3,0.4735766224077951,36
cocuganizn_cho-final_s4,-0.0252743442253988,36
cocuganizn_h-final_s1,-0.3879521284391272,36
agaualcupt_cho-final_s2,-0.1836115000000164,36
agaucuptpd_coh-final_s2,1.955474928237957,36
cocuganizn_co-final_s5,-0.4967533138210758,36
agaucuptpd_h-final_s4,0.3002676990784581,36
cocuganizn_cho-final_s1,-0.5164015947119269,36
agaucuptpd_cho-final_s5,-0.5320532338865194,36
cocuganizn_cooh-final_s1,0.5055969509175258,36
cocuganizn_h-final_s5,-0.2269953770144068,36
cocuganizn_co-final_s4,-0.851848047910325,36
agaualcupt_co-final_s1,-1.0735179999999946,36
agaucuptpd_cho-final_s4,0.1543386304998604,36
agaucuptpd_cho-final_s2,-0.881223934412124,36
agaualcupt_cooh-final_s4,0.6812334999999949,36
cocuganizn_coh-final_s3,-1.0567283679634911,36
agaucuptpd_coh-final_s1,1.754659235088563,36
agaualcupt_h-final_s5,0.5395464999999975,36
agaualcupt_cho-final_s3,0.2339275000000027,36
cocuganizn_cho-final_s3,-0.5541846276317033,36
agaucuptpd_cooh-final_s1,0.4010398946800153,36
cocuganizn_cho-final_s5,0.2184611300592491,36
agaucuptpd_h-final_s2,0.4777522400583907,36
agaualcupt_h-final_s4,0.2476584999999973,36
agaucuptpd_h-final_s5,0.2631748576004442,36
cocuganizn_co-final_s2,-1.547567816793789,36
